Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Angus,8.1,Male,47.4,Weight Loss,Diarrhea,Weakness,Poor Appetite,11 days,Yes,No,Yes,No,No,Yes,,,,38.1,71.0,Johnes Disease
Cow,Ayrshire,1.81,Male,492.65,Coughing,Lameness,Lameness,<missing>,4 days,Yes,No,No,No,No,Yes,Yes,No,No,40.1°C,81.71,Foot and Mouth Disease
Cow,Dexter,1.4,Female,700.43,Weakness,Dehydration,Loss Of Appetite,<missing>,12 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,68.54,Bovine Coccidiosis
Cow,Aberdeen Angus,9.3,Female,556.1,Nasal Discharge,Weakness,Dehydration,Lameness,9 days,No,No,No,Yes,Yes,No,No,Yes,No,39.5°C,82.0,Respiratory Disease
Cow,Jersey,2.46,Male,778.37,Weight Loss,Fever,Anorexia,Labored Breathing,13 days,Yes,No,No,No,No,No,No,No,No,38.6°C,78.06,Parasitic Infection
Cow,Sahiwal,9.2,Male,191.98,Fever,<missing>,Coughing,Lethargy,20 days,Yes,Yes,No,No,No,No,,,,38.1,96.24,Bovine Respiratory Disease
Cow,Red Poll,3.23,Male,640.09,Fever,Coughing,Nasal Discharge,Labored Breathing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.1°C,86.22,Foot and Mouth Disease
Cow,Dexter,8.12,Female,454.76,Coughing,Anorexia,Labored Breathing,<missing>,13 days,No,No,No,No,No,No,No,No,No,38.7°C,72.42,Parasitic Infection
Cow,Red Angus,8.66,Female,593.44,<missing>,Weakness,Lameness,Skin Lesions,5 days,No,Yes,Yes,No,No,No,No,No,No,39.0°C,70.79,Parasitic Infection
Cow,Jersey,8.94,Female,627.33,Nasal Discharge,Fever,Labored Breathing,Dehydration,12 days,No,No,No,Yes,No,No,No,Yes,No,38.5°C,59.41,Respiratory Disease
Cow,Gir,5.8,Male,220.5,Fever,Coughing,Labored Breathing,Nasal Discharge,16 days,No,No,No,No,No,No,,,,40.7,105.0,Bovine Respiratory Syncytial Virus
Cow,Sahiwal,8.0,Male,213.3,Weight Loss,Diarrhea,Weakness,Poor Appetite,5 days,Yes,Yes,No,No,No,No,,,,38.7,75.0,Johnes Disease
Cow,Aberdeen Angus,5.22,Male,593.54,Diarrhea,Weight Loss,Poor Appetite,Weakness,13 days,Yes,No,Yes,Yes,No,No,,,,35.99,66.01,Johnes Disease
Cow,Dexter,6.5,Female,544.1,Diarrhea,Nasal Discharge,Weight Loss,Coughing,10 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,80.0,Parasitic Infection
Cow,Belted Galloway,10.13,Male,407.05,Vomiting,<missing>,Anorexia,Diarrhea,4 weeks,No,No,Yes,No,No,No,No,No,No,39.4°C,72.11,Parasitic Infection
Cow,Red Angus,1.59,Male,495.38,<missing>,Skin Lesions,Fever,Fever,14 days,Yes,No,No,No,No,Yes,Yes,No,No,39.8°C,65.64,Foot and Mouth Disease
Cow,Jersey,6.0,Male,620.0,Weight Loss,Reduced Milk Production,Lethargy,Appetite Loss,7 days,Yes,No,Yes,No,Yes,Yes,No,No,No,39.4°C,87.0,Tuberculosis
Cow,Sahiwal,2.01,Male,650.01,Coughing,Reduced Appetite,Labored Breathing,<missing>,3 weeks,No,No,No,No,No,No,No,No,No,39.1°C,53.32,Mastitis
Cow,Belted Galloway,9.7,Male,603.0,Coughing,Vomiting,Lameness,Fever,13 days,No,No,Yes,No,No,No,No,Yes,No,38.3°C,83.0,Bovine Viral Diarrhea
Cow,Simmental,8.08,Female,639.96,Respiratory Signs,Nasal Discharge,Diarrhea,<missing>,6 days,No,No,Yes,No,Yes,No,No,No,Yes,39.5°C,61.14,Bovine Viral Diarrhea
Cow,Hereford,3.7,Female,561.0,Reduced Appetite,Labored Breathing,Fever,Weakness,3 days,No,No,No,No,No,No,No,No,No,39.6°C,78.0,Mastitis
Cow,Ayrshire,8.57,Female,539.79,Vomiting,Eye Discharge,Lameness,Coughing,4 weeks,Yes,No,No,Yes,No,No,No,Yes,Yes,40.3°C,62.38,Respiratory Disease
Cow,Sahiwal,9.29,Female,260.97,Poor Appetite,Weakness,Diarrhea,Weight Loss,10 days,Yes,No,No,Yes,Yes,No,,,,35.53,66.11,Johnes Disease
Cow,Dexter,10.22,Male,667.11,Nasal Discharge,Dehydration,Coughing,Anorexia,11 days,Yes,No,No,No,Yes,Yes,No,Yes,Yes,38.4°C,69.76,Respiratory Disease
Cow,Holstein,3.5,Male,561.2,Weight Loss,Diarrhea,Weakness,Poor Appetite,17 days,Yes,Yes,No,Yes,No,Yes,,,,39,67.0,Johnes Disease
Cow,Angus,8.4,Male,441.24,Skin Lesions,Diarrhea,Fever,Nasal Discharge,1 days,Yes,No,No,No,No,Yes,Yes,No,No,40.6°C,53.37,Foot and Mouth Disease
Cow,Sahiwal,9.7,Female,417.5,Fever,Coughing,Labored Breathing,Nasal Discharge,10 days,Yes,No,Yes,No,No,Yes,,,,41.1,77.0,Bovine Respiratory Syncytial Virus
Cow,Brahman,6.2,Male,534.3,Vomiting,Coughing,Dehydration,Weakness,13 days,No,No,Yes,No,No,No,No,No,No,39.1°C,68.0,Parasitic Infection
Cow,Limousin,7.56,Male,540.52,Labored Breathing,Lameness,Diarrhea,Coughing,13 days,No,No,Yes,Yes,No,No,No,Yes,No,40.7°C,77.54,Bovine Viral Diarrhea
Cow,Hereford,1.0,Female,538.0,Loss Of Appetite,Weakness,Bloody Feces,Dehydration,14 days,Yes,No,Yes,No,No,No,No,No,No,39.3°C,72.0,Bovine Coccidiosis
Cow,Angus,7.2,Female,600.51,Diarrhea,<missing>,Weakness,Weight Loss,6 days,No,Yes,Yes,No,No,No,,,,38.73,68.43,Johnes Disease
Cow,Charolais,10.08,Male,632.22,Fever,Vomiting,Lameness,Coughing,13 days,No,No,Yes,No,No,No,No,Yes,No,38.3°C,82.69,Bovine Viral Diarrhea
Cow,Dexter,5.2,Male,598.4,Diarrhea,Skin Lesions,Labored Breathing,Nasal Discharge,13 hours,No,No,Yes,No,No,No,No,No,No,40.2°C,80.0,Bovine Viral Diarrhea
Cow,Jersey,6.4,Male,564.8,Anorexia,Nasal Discharge,Dehydration,Coughing,14 days,Yes,No,Yes,No,No,Yes,No,No,No,39.5°C,48.0,Foot and Mouth Disease
Cow,Shorthorn,2.83,Male,647.59,Labored Breathing,Weight Loss,Anorexia,Fever,13 days,Yes,No,No,No,No,No,No,No,No,38.6°C,74.08,Parasitic Infection
Cow,Holstein,4.88,Male,195.63,Weakness,Diarrhea,<missing>,Poor Appetite,15 days,No,Yes,Yes,No,No,No,,,,34.99,75.39,Johnes Disease
Cow,Angus,2.1,Male,670.1,Labored Breathing,Coughing,Dehydration,Reduced Appetite,3 weeks,No,No,No,No,No,No,No,No,No,39.1°C,49.0,Mastitis
Cow,Gir,8.92,Male,80.92,Labored Breathing,Nasal Discharge,Fever,Coughing,7 days,No,Yes,No,Yes,No,No,,,,41.45,74.08,Bovine Respiratory Syncytial Virus
Cow,Jersey,9.0,Female,204.0,Weight Loss,Diarrhea,Weakness,Poor Appetite,12 days,Yes,No,Yes,No,No,No,,,,38.3,63.0,Johnes Disease
Cow,Belted Galloway,1.32,Male,587.54,Diarrhea,Lameness,Vomiting,Weakness,10 hours,No,No,No,No,No,No,Yes,No,No,38.9°C,65.42,Parasitic Infection
Cow,Dexter,4.98,Female,393.28,Skin Lesions,Vomiting,Lameness,Dehydration,12 days,Yes,No,No,No,No,No,No,No,No,39.3°C,71.81,Mastitis
Cow,Sahiwal,5.68,Female,566.53,Lameness,Skin Lesions,Weakness,Labored Breathing,9 days,Yes,No,No,Yes,No,No,No,No,No,39.8°C,49.03,Respiratory Disease
Cow,Brahman,5.49,Female,490.85,Nasal Discharge,Eye Discharge,<missing>,Diarrhea,14 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,66.7,Respiratory Disease
Cow,Hereford,6.7,Male,449.49,Skin Lesions,<missing>,Diarrhea,Labored Breathing,4 days,No,No,No,Yes,No,No,No,Yes,Yes,38.9°C,45.62,Respiratory Disease
Cow,Simmental,6.29,Male,620.44,Skin Lesions,Reduced Appetite,<missing>,Dehydration,14 days,Yes,No,No,No,No,No,No,No,No,39.5°C,64.73,Mastitis
Cow,Simmental,5.8,Female,479.5,Labored Breathing,Vomiting,Eye Discharge,Weakness,7 days,No,No,No,Yes,Yes,No,No,Yes,No,40.5°C,82.0,Respiratory Disease
Cow,Red Angus,2.87,Male,573.64,Lethargy,Nasal Discharge,Fever,Coughing,4 days,Yes,No,No,Yes,No,Yes,No,No,Yes,39.8°C,85.43,Respiratory Syncytial Virus
Cow,Charolais,7.67,Male,367.11,Nasal Discharge,Coughing,Labored Breathing,Fever,9 days,Yes,No,No,Yes,No,No,No,Yes,No,40.6°C,82.12,Respiratory Disease
Cow,Aberdeen Angus,9.35,Female,402.0,<missing>,Anorexia,Fever,Vomiting,4 weeks,No,No,Yes,No,No,No,No,No,No,39.4°C,83.26,Parasitic Infection
Cow,Guernsey,6.89,Female,470.08,Fever,Skin Lesions,Lameness,Nasal Discharge,8 days,No,No,No,Yes,Yes,Yes,No,Yes,No,39.4°C,47.27,Respiratory Disease
Cow,Red Poll,6.5,Male,616.7,Skin Lesions,Nasal Discharge,Nasal Discharge,Labored Breathing,18 hours,No,No,No,Yes,Yes,No,No,No,Yes,39.3°C,75.0,Respiratory Disease
Cow,Dexter,10.54,Male,638.52,Lameness,Diarrhea,Nasal Discharge,Fever,12 days,Yes,No,Yes,No,No,Yes,No,No,No,39.2°C,52.83,Foot and Mouth Disease
Cow,Ayrshire,0.5,Male,440.0,Diarrhea,Eye Discharge,Diarrhea,Weakness,10 days,No,No,Yes,No,No,No,No,No,No,38.9°C,129.0,Parasitic Infection
Cow,Simmental,7.01,Female,568.54,Fever,Weakness,Skin Lesions,Lameness,13 days,Yes,No,Yes,No,No,No,No,No,No,40.1°C,61.17,Bovine Viral Diarrhea
Cow,Jersey,11.02,Female,512.3,Vomiting,Skin Lesions,Dehydration,Weakness,9 days,Yes,No,No,No,No,No,No,No,No,39.3°C,56.59,Mastitis
Cow,Charolais,0.94,Male,539.28,Coughing,Vomiting,Diarrhea,Lameness,8 weeks,Yes,No,Yes,No,No,No,Yes,No,No,39.1°C,100.52,Foot and Mouth Disease
Cow,Angus,4.0,Female,650.0,Coughing,Loss Of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.5°C,90.0,Bovine Tuberculosis
Cow,Red Poll,3.5,Male,590.0,Anorexia,Dehydration,Lameness,Skin Lesions,3 weeks,Yes,No,No,No,No,Yes,Yes,No,No,39.1°C,68.0,Foot and Mouth Disease
Cow,Red Poll,2.03,Male,535.51,Coughing,<missing>,Anorexia,Labored Breathing,13 days,No,No,No,No,Yes,No,No,Yes,No,39.3°C,81.02,Respiratory Disease
Cow,Belted Galloway,12.35,Female,627.26,Dehydration,Diarrhea,Lameness,Labored Breathing,5 days,Yes,No,No,No,No,Yes,No,No,No,39.4°C,77.75,Foot and Mouth Disease
Cow,Brahman,9.8,Male,498.5,Fever,Vomiting,Nasal Discharge,Diarrhea,11 days,No,No,No,Yes,No,No,No,Yes,No,40.5°C,67.0,Respiratory Disease
Cow,Jersey,4.4,Male,639.0,Fever,Dehydration,Diarrhea,Vomiting,5 days,Yes,No,No,No,No,No,No,No,No,39.0°C,56.0,Mastitis
Cow,Dexter,10.49,Male,483.24,Eye Discharge,Diarrhea,<missing>,Lameness,3 days,No,No,No,No,No,No,No,Yes,No,38.9°C,47.92,Parasitic Infection
Cow,Holstein,11.7,Male,479.3,Diarrhea,Weakness,Diarrhea,Lameness,6 days,No,No,Yes,No,No,No,No,No,No,39.0°C,57.0,Parasitic Infection
Cow,Brahman,2.5,Female,567.5,Eye Discharge,Labored Breathing,Fever,Anorexia,5 days,No,No,No,Yes,Yes,No,No,No,No,39.5°C,50.0,Respiratory Disease
Cow,Simmental,2.37,Female,638.28,Fever,<missing>,Vomiting,Nasal Discharge,10 days,Yes,No,Yes,No,No,No,No,Yes,Yes,38.9°C,61.51,Bovine Viral Diarrhea
Cow,Limousin,0.5,Female,534.0,Skin Lesions,Anemia,Lameness,Labored Breathing,14 days,No,No,Yes,No,No,No,No,No,No,39.2°C,112.0,Parasitic Infection
Cow,Gir,2.15,Male,683.54,Respiratory Signs,<missing>,Skin Lesions,Vomiting,8 days,Yes,No,Yes,No,No,No,No,No,No,39.6°C,80.33,Bovine Viral Diarrhea
Cow,Gir,2.18,Male,498.12,Skin Lesions,Weakness,Coughing,Fever,3 days,Yes,No,No,No,No,Yes,Yes,No,No,39.6°C,81.17,Foot and Mouth Disease
Cow,Brahman,4.81,Female,465.11,Diarrhea,Vomiting,Lameness,Anorexia,7 days,No,No,No,Yes,No,No,No,Yes,No,39.8°C,57.85,Respiratory Disease
Cow,Brown Swiss,4.3,Female,526.9,Weakness,Eye Discharge,Skin Lesions,Vomiting,5 days,No,No,No,No,No,Yes,Yes,No,No,39.7°C,62.0,Foot and Mouth Disease
Cow,Belted Galloway,4.51,Female,542.77,Diarrhea,Weakness,Lameness,Labored Breathing,7 days,No,No,No,No,No,Yes,No,Yes,Yes,39.5°C,76.9,Bovine Viral Diarrhea
Cow,Holstein,2.05,Male,538.62,Skin Lesions,Coughing,Fever,Diarrhea,6 days,No,No,No,Yes,Yes,No,No,Yes,No,39.8°C,81.81,Respiratory Disease
Cow,Dexter,5.17,Female,511.7,Nasal Discharge,Fever,Coughing,Lethargy,5 days,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,39.5°C,85.3,Bovine Viral Diarrhea
Cow,Gir,7.7,Male,229.6,Weight Loss,Diarrhea,Weakness,Poor Appetite,11 days,No,No,Yes,No,No,No,,,,38.9,71.0,Johnes Disease
Cow,Limousin,3.09,Male,663.36,Loss Of Appetite,Coughing,Fever,Lethargy,5 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.4°C,92.04,Bovine Respiratory Disease
Cow,Ayrshire,4.0,Male,630.0,Coughing,Lethargy,Loss Of Appetite,Swollen Legs,6 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,39.1°C,79.0,Bovine Tuberculosis
Cow,Guernsey,4.0,Male,590.0,Appetite Loss,Lethargy,Diarrhea,Dehydration,5 days,Yes,No,No,Yes,No,No,Yes,No,No,39.3°C,84.0,Bovine Coccidiosis
Cow,Aberdeen Angus,7.7,Male,486.4,Vomiting,Labored Breathing,Anorexia,Skin Lesions,4 days,Yes,No,No,No,No,No,No,No,No,39.4°C,79.0,Mastitis
Cow,Gir,10.52,Female,598.0,Anemia,Weakness,Dehydration,Eye Discharge,14 days,Yes,No,Yes,No,No,No,Yes,No,No,38.9°C,78.01,Parasitic Infection
Cow,Sahiwal,8.51,Female,507.46,Reduced Appetite,Lameness,Weakness,Dehydration,1 weeks,No,No,No,No,No,No,No,No,No,39.3°C,68.02,Mastitis
Cow,Angus,1.7,Female,331.1,Fever,Coughing,Labored Breathing,Nasal Discharge,11 days,Yes,Yes,No,No,Yes,No,,,,40.4,109.0,Bovine Respiratory Syncytial Virus
Cow,Belted Galloway,5.81,Female,447.63,Labored Breathing,Fever,Coughing,Nasal Discharge,18 days,No,No,No,Yes,Yes,No,,,,41.82,91.65,Bovine Respiratory Syncytial Virus
Cow,Charolais,4.9,Female,381.5,Labored Breathing,Anorexia,Fever,Respiratory Signs,13 days,Yes,No,No,No,No,No,No,Yes,No,40.2°C,74.0,Bovine Viral Diarrhea
Cow,Belted Galloway,4.38,Male,536.08,Vomiting,Dehydration,Fever,Coughing,6 days,Yes,No,No,No,No,Yes,Yes,No,No,39.8°C,63.23,Foot and Mouth Disease
Cow,Charolais,3.0,Male,700.0,Coughing,Loss Of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,39.2°C,77.0,Bovine Tuberculosis
Cow,Gir,9.63,Female,461.02,Fever,<missing>,Diarrhea,Nasal Discharge,11 days,No,No,No,Yes,No,No,No,Yes,No,40.5°C,65.93,Respiratory Disease
Cow,Guernsey,1.9,Male,28.33,Weakness,Weight Loss,Poor Appetite,Diarrhea,14 days,Yes,No,No,Yes,Yes,No,,,,35.96,72.54,Johnes Disease
Cow,Jersey,9.6,Male,562.9,Coughing,Nasal Discharge,Vomiting,Labored Breathing,7 hours,No,No,No,Yes,Yes,No,No,No,Yes,40.3°C,52.0,Respiratory Disease
Cow,Guernsey,2.22,Male,659.39,Lameness,Fever,Weakness,<missing>,7 days,Yes,No,No,No,No,No,No,No,No,39.0°C,52.41,Parasitic Infection
Cow,Ayrshire,0.8,Female,478.1,Lameness,Vomiting,Weakness,Anorexia,17 hours,Yes,No,No,No,No,Yes,Yes,No,No,39.5°C,111.0,Foot and Mouth Disease
Cow,Jersey,0.38,Male,609.75,Coughing,Vomiting,Nasal Discharge,Skin Lesions,1 days,No,No,No,Yes,Yes,No,No,Yes,Yes,38.9°C,125.91,Respiratory Disease
Cow,Simmental,7.83,Female,466.86,Fever,Fever,Weakness,<missing>,7 days,Yes,No,No,No,No,Yes,Yes,No,No,38.9°C,54.23,Foot and Mouth Disease
Cow,Brahman,1.2,Female,498.4,Dehydration,Abdominal Pain,Bloody Feces,Loss Of Appetite,6 days,Yes,No,Yes,No,No,No,No,No,No,39.2°C,69.0,Bovine Coccidiosis
Cow,Shorthorn,10.1,Male,543.1,Anemia,Eye Discharge,Lameness,Weight Loss,10 days,Yes,No,Yes,No,No,No,No,No,No,39.1°C,78.0,Parasitic Infection
Cow,Holstein,1.6,Female,338.0,Coughing,Fever,Nasal Discharge,Lethargy,4 days,Yes,Yes,Yes,No,No,No,,,,40.6,72.0,Bovine Respiratory Disease
Cow,Angus,1.9,Male,381.4,Vomiting,Eye Discharge,Fever,Dehydration,1 days,Yes,No,No,No,No,Yes,Yes,No,No,39.2°C,69.0,Foot and Mouth Disease
Cow,Red Poll,8.55,Male,683.91,Eye Discharge,Fever,Skin Lesions,Weakness,19 hours,No,No,No,No,No,No,No,No,No,39.5°C,55.06,Bovine Viral Diarrhea
Cow,Holstein,3.76,Male,497.81,Fever,Nasal Discharge,Respiratory Signs,Diarrhea,7 days,Yes,No,Yes,Yes,No,No,No,No,No,39.4°C,79.09,Bovine Viral Diarrhea
Cow,Red Angus,5.35,Female,188.64,Poor Appetite,<missing>,Diarrhea,Weakness,15 days,No,Yes,Yes,No,No,No,,,,37.17,69.17,Johnes Disease
Cow,Brahman,9.3,Male,565.54,Vomiting,Nasal Discharge,Skin Lesions,Anemia,5 days,Yes,No,No,No,No,No,No,No,No,38.9°C,48.38,Parasitic Infection
Cow,Belted Galloway,0.09,Male,473.63,Fever,Anorexia,Labored Breathing,Weakness,11 days,Yes,No,No,No,No,Yes,Yes,No,No,39.3°C,102.64,Foot and Mouth Disease
Cow,Guernsey,10.1,Female,550.9,Lameness,Weakness,Anorexia,Diarrhea,6 days,Yes,No,No,No,Yes,No,No,No,No,38.2°C,48.0,Parasitic Infection
Cow,Angus,11.29,Female,690.44,Nasal Discharge,Anemia,Eye Discharge,Skin Lesions,3 weeks,No,No,Yes,No,No,No,No,No,No,39.3°C,68.4,Parasitic Infection
Cow,Limousin,1.28,Male,610.61,Diarrhea,Dehydration,Rumen Issues,Lameness,9 days,Yes,No,No,No,No,Yes,Yes,No,No,39.7°C,84.22,Foot and Mouth Disease
Cow,Limousin,9.4,Male,528.9,Labored Breathing,Vomiting,Labored Breathing,Lameness,14 days,Yes,No,No,Yes,No,No,No,Yes,No,39.9°C,72.0,Respiratory Disease
Cow,Shorthorn,6.9,Male,564.6,Reduced Appetite,Swollen Udder,Dehydration,Skin Lesions,14 days,Yes,No,No,No,No,No,No,No,No,39.5°C,69.0,Mastitis
Cow,Brahman,2.5,Male,469.4,Fever,Diarrhea,Anemia,Eye Discharge,1 days,No,No,No,No,No,No,No,No,No,38.6°C,62.0,Parasitic Infection
Cow,Holstein,1.2,Male,554.6,Eye Discharge,Fever,Dehydration,Labored Breathing,6 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,40.8°C,68.0,Respiratory Disease
Cow,Shorthorn,7.0,Female,600.7,Lameness,Skin Lesions,Fever,Weakness,13 days,Yes,No,Yes,No,No,No,No,No,No,40.1°C,63.0,Bovine Viral Diarrhea
Cow,Simmental,1.28,Female,435.32,Anorexia,Lameness,Coughing,Nasal Discharge,13 days,Yes,No,No,No,No,Yes,Yes,Yes,No,40.1°C,64.87,Foot and Mouth Disease
Cow,Simmental,5.8,Female,472.4,Dehydration,Diarrhea,Fever,Diarrhea,11 days,No,No,Yes,No,Yes,No,No,Yes,No,40.2°C,77.0,Bovine Viral Diarrhea
Cow,Belted Galloway,2.88,Male,626.59,Fever,Nasal Discharge,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.1°C,96.38,Foot and Mouth Disease
Cow,Red Angus,5.0,Female,620.0,Fever,Diarrhea,Lethargy,Appetite Loss,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,39.8°C,83.0,Bovine Leukemia Virus
Cow,Brahman,0.9,Male,583.3,Lameness,Eye Discharge,Skin Lesions,Diarrhea,12 days,No,No,Yes,Yes,Yes,No,No,No,No,39.1°C,130.0,Bovine Viral Diarrhea
Cow,Guernsey,5.98,Female,229.08,Coughing,Labored Breathing,Fever,Nasal Discharge,10 days,Yes,Yes,No,No,Yes,No,,,,42.74,88.05,Bovine Respiratory Syncytial Virus
Cow,Charolais,12.0,Male,543.79,Labored Breathing,Weakness,Nasal Discharge,Anemia,19 hours,No,No,Yes,No,Yes,No,No,No,No,38.7°C,58.21,Parasitic Infection
Cow,Jersey,2.3,Male,606.8,Nasal Discharge,Vomiting,Fever,Fever,10 days,Yes,No,Yes,No,No,No,No,Yes,Yes,38.9°C,64.0,Bovine Viral Diarrhea
